"Posição","Nome","Localidade","2005","2007","2009","2011","2013","2015","2017","2019","2021","Unidade","Multiplicador"
"1","Índice de Desenvolvimento da Educação Básica",,,,,,,,,,,"",""
"1.1","Ensino fundamental",,,,,,,,,,,"",""
"1.1.1","Anos iniciais",,,,,,,,,,,"",""
"1.2.1","Pública","Guaraciaba do Norte",,,,,,,"3.9","4.9","4.9","",""
"1.2.1","Pública","Guaramiranga",,,,,,,"4.1","4.7","4.1","",""
"1.2.1","Pública","Hidrolândia",,,,,,,"4.5","4.8","4.8","",""
"1.2.1","Pública","Horizonte",,,,,,,"3.8","4.5","4.7","",""
"1.2.1","Pública","Ibaretama",,,,,,,"3.7","3.9","4.2","",""
"1.2.1","Pública","Ibiapina",,,,,,,"4.0","4.4","4.1","",""
"1.2.1","Pública","Ibicuitinga",,,,,,,"3.9","3.9","4.3","",""
"1.2.1","Pública","Icapuí",,,,,,,"3.6","4.4","4.4","",""
"1.2.1","Pública","Icó",,,,,,,"3.9","4.2","4.4","",""
"1.2.1","Pública","Iguatu",,,,,,,"4.0","4.8","4.7","",""
"1.2.1","Pública","Independência",,,,,,,"4.2","4.5","5.6","",""
"1.2.1","Pública","Ipaporanga",,,,,,,"3.7","4.4","5.0","",""
"1.2.1","Pública","Ipaumirim",,,,,,,"3.6","3.7","4.4","",""
"1.2.1","Pública","Ipu",,,,,,,"4.6","4.6","5.2","",""
"1.2.1","Pública","Ipueiras",,,,,,,"3.8","4.6","4.5","",""
"1.2.1","Pública","Iracema",,,,,,,"4.2","4.4","4.3","",""
"1.2.1","Pública","Irauçuba",,,,,,,"3.9","4.3","4.4","",""
"1.2.1","Pública","Itaiçaba",,,,,,,"4.3","5.1","5.4","",""
"1.2.1","Pública","Itaitinga",,,,,,,"3.7","4.5","4.7","",""
"1.2.1","Pública","Itapajé",,,,,,,"4.2","4.7","4.8","",""
"1.2.1","Pública","Itapipoca",,,,,,,"4.4","4.7","4.5","",""
"1.2.1","Pública","Itapiúna",,,,,,,"3.8","4.0","4.1","",""
"1.2.1","Pública","Itarema",,,,,,,"3.8","4.0","4.5","",""
"1.2.1","Pública","Itatira",,,,,,,"3.7","3.9","4.2","",""
"1.2.1","Pública","Jaguaretama",,,,,,,"3.6","4.1","4.4","",""
"1.2.1","Pública","Jaguaribara",,,,,,,"4.0","4.0","4.3","",""
"1.2.1","Pública","Jaguaribe",,,,,,,"4.2","4.7","4.5","",""
"1.2.1","Pública","Jaguaruana",,,,,,,"4.3","4.5","4.8","",""
"1.2.1","Pública","Jardim",,,,,,,"4.1","4.4","4.4","",""
"1.2.1","Pública","Jati",,,,,,,"3.9","3.8","4.3","",""
"1.2.1","Pública","Jijoca de Jericoacoara",,,,,,,"4.5","4.6","4.8","",""
"1.2.1","Pública","Juazeiro do Norte",,,,,,,"4.0","4.4","4.8","",""
"1.2.1","Pública","Jucás",,,,,,,"4.2","4.5","4.6","",""
"1.2.1","Pública","Lavras da Mangabeira",,,,,,,"3.5","4.5","4.3","",""
"1.2.1","Pública","Limoeiro do Norte",,,,,,,"3.8","5.1","5.0","",""
"1.2.1","Pública","Madalena",,,,,,,"3.6","4.1","4.4","",""
"1.2.1","Pública","Maracanaú",,,,,,,"3.6","4.2","4.3","",""
"1.2.1","Pública","Maranguape",,,,,,,"3.8","4.3","4.5","",""
"1.2.1","Pública","Marco",,,,,,,"4.1","4.5","4.7","",""
"1.2.1","Pública","Martinópole",,,,,,,"3.8","4.1","4.3","",""
"1.2.1","Pública","Massapê",,,,,,,"3.9","4.2","4.4","",""
"1.2.1","Pública","Mauriti",,,,,,,"3.9","4.5","4.4","",""
"1.2.1","Pública","Meruoca",,,,,,,"4.1","4.4","4.5","",""
"1.2.1","Pública","Milagres",,,,,,,"4.6","4.6","4.7","",""
"1.2.1","Pública","Milhã",,,,,,,"3.7","4.1","4.1","",""
"1.2.1","Pública","Miraíma",,,,,,,"3.5","3.9","3.8","",""
"1.2.1","Pública","Missão Velha",,,,,,,"3.4","4.0","4.0","",""
"1.2.1","Pública","Mombaça",,,,,,,"4.2","4.4","4.2","",""
"1.2.1","Pública","Monsenhor Tabosa",,,,,,,"3.8","4.4","4.7","",""
"1.2.1","Pública","Morada Nova",,,,,,,"3.7","4.5","4.7","",""
"1.2.1","Pública","Moraújo",,,,,,,"4.2","4.1","5.1","",""
"1.2.1","Pública","Morrinhos",,,,,,,"3.9","4.2","4.4","",""
"1.2.1","Pública","Mucambo",,,,,,,"3.8","3.9","4.2","",""
"1.2.1","Pública","Mulungu",,,,,,,"4.1","4.2","4.6","",""
"1.2.1","Pública","Nova Olinda",,,,,,,"4.2","4.9","4.6","",""
"1.2.1","Pública","Nova Russas",,,,,,,"4.0","4.5","4.5","",""
"1.2.1","Pública","Novo Oriente",,,,,,,"4.4","4.7","5.1","",""
"1.2.1","Pública","Ocara",,,,,,,"3.5","4.2","4.5","",""
"1.2.1","Pública","Orós",,,,,,,"3.7","4.0","4.1","",""
"1.2.1","Pública","Pacajus",,,,,,,"4.0","4.8","4.9","",""
"1.2.1","Pública","Pacatuba",,,,,,,"3.9","4.8","4.9","",""
"1.2.1","Pública","Pacoti",,,,,,,"4.8","4.5","4.0","",""
"1.2.1","Pública","Pacujá",,,,,,,"5.2","5.5","5.7","",""
"1.2.1","Pública","Palhano",,,,,,,"3.6","4.3","4.5","",""
"1.2.1","Pública","Palmácia",,,,,,,"4.2","5.0","4.8","",""
"1.2.1","Pública","Paracuru",,,,,,,"4.3","4.8","4.8","",""
"1.2.1","Pública","Paraipaba",,,,,,,"3.6","4.2","4.3","",""
"1.2.1","Pública","Parambu",,,,,,,"4.0","4.7","4.5","",""
"1.2.1","Pública","Paramoti",,,,,,,"3.6","4.5","4.7","",""
"1.2.1","Pública","Pedra Branca",,,,,,,"4.6","5.1","5.2","",""
"1.2.1","Pública","Penaforte",,,,,,,"3.8","4.2","4.3","",""
"1.2.1","Pública","Pentecoste",,,,,,,"3.9","4.3","4.4","",""
"1.2.1","Pública","Pereiro",,,,,,,"4.7","4.9","5.1","",""
"1.2.1","Pública","Pindoretama",,,,,,,"3.3","3.7","3.9","",""
"1.2.1","Pública","Piquet Carneiro",,,,,,,"3.3","4.1","4.3","",""
"1.2.1","Pública","Pires Ferreira",,,,,,,"3.7","3.9","3.9","",""
"1.2.1","Pública","Poranga",,,,,,,"3.8","4.3","4.6","",""
"1.2.1","Pública","Porteiras",,,,,,,"3.2","3.8","3.9","",""
"1.2.1","Pública","Potengi",,,,,,,"4.1","4.1","4.7","",""
"1.2.1","Pública","Potiretama",,,,,,,"4.2","3.6","4.4","",""
"1.2.1","Pública","Quiterianópolis",,,,,,,"3.7","4.0","4.3","",""
"1.2.1","Pública","Quixadá",,,,,,,"3.4","3.7","4.1","",""
"1.2.1","Pública","Quixelô",,,,,,,"4.0","4.4","4.5","",""
"1.2.1","Pública","Quixeramobim",,,,,,,"3.9","4.4","4.5","",""
"1.2.1","Pública","Quixeré",,,,,,,"3.6","4.6","4.7","",""
"1.2.1","Pública","Redenção",,,,,,,"3.8","4.6","4.8","",""
"1.2.1","Pública","Reriutaba",,,,,,,"4.5","4.8","4.9","",""
"1.2.1","Pública","Russas",,,,,,,"4.3","5.2","5.2","",""
"1.2.1","Pública","Saboeiro",,,,,,,"4.0","4.4","4.2","",""
"1.2.1","Pública","Salitre",,,,,,,"3.4","3.7","3.7","",""
"1.2.1","Pública","Santana do Acaraú",,,,,,,"4.3","3.8","4.5","",""
"1.2.1","Pública","Santana do Cariri",,,,,,,"3.2","3.5","3.7","",""
"1.2.1","Pública","Santa Quitéria",,,,,,,"4.2","4.5","4.3","",""
"1.2.1","Pública","São Benedito",,,,,,,"4.5","4.9","4.9","",""
"1.2.1","Pública","São Gonçalo do Amarante",,,,,,,"3.8","4.3","4.6","",""
"1.2.1","Pública","São João do Jaguaribe",,,,,,,"4.2","4.6","4.8","",""
"1.2.1","Pública","São Luís do Curu",,,,,,,"3.8","4.1","3.9","",""
"1.2.1","Pública","Senador Pompeu",,,,,,,"4.3","4.6","4.9","",""
"1.2.1","Pública","Senador Sá",,,,,,,"3.2","4.1","4.3","",""
"1.2.1","Pública","Sobral",,,,,,,"4.3","4.9","5.2","",""
"1.2.1","Pública","Solonópole",,,,,,,"3.5","4.0","4.0","",""
"1.2.1","Pública","Tabuleiro do Norte",,,,,,,"3.9","4.6","4.8","",""
"1.2.1","Pública","Tamboril",,,,,,,"3.9","4.3","4.3","",""
"1.2.1","Pública","Tarrafas",,,,,,,"4.0","4.5","4.5","",""
"1.2.1","Pública","Tauá",,,,,,,"3.9","4.5","4.6","",""
"1.2.1","Pública","Tejuçuoca",,,,,,,"4.1","4.1","4.7","",""
"1.2.1","Pública","Tianguá",,,,,,,"4.1","4.4","4.6","",""
"1.2.1","Pública","Trairi",,,,,,,"4.0","4.5","4.6","",""
"1.2.1","Pública","Tururu",,,,,,,"3.7","4.0","4.2","",""
"1.2.1","Pública","Ubajara",,,,,,,"4.5","4.4","4.7","",""
"1.2.1","Pública","Umari",,,,,,,"3.5","4.2","3.7","",""
"1.2.1","Pública","Umirim",,,,,,,"3.4","3.8","3.5","",""
"1.2.1","Pública","Uruburetama",,,,,,,"4.5","4.6","4.5","",""
"1.2.1","Pública","Uruoca",,,,,,,"3.4","4.0","4.5","",""
"1.2.1","Pública","Varjota",,,,,,,"3.8","4.3","4.2","",""
"1.2.1","Pública","Várzea Alegre",,,,,,,"3.8","4.1","4.4","",""
"1.2.1","Pública","Viçosa do Ceará",,,,,,,"3.9","4.4","4.4","",""
"1.2.1.1","Municipal",,,,,,,,,,,"",""
"1.2.1.2","Estadual","Abaiara",,,,,,,"3.9","4.3","4.2","",""
"1.2.1.2","Estadual","Acarape",,,,,,,"3.5","4.3","4.5","",""
"1.2.1.2","Estadual","Acaraú",,,,,,,"4.2","4.6","4.9","",""
"1.2.1.2","Estadual","Acopiara",,,,,,,"3.6","4.6","4.5","",""
"1.2.1.2","Estadual","Aiuaba",,,,,,,"4.0","4.1","4.4","",""
"1.2.1.2","Estadual","Alcântaras",,,,,,,"3.6","4.0","4.7","",""
"1.2.1.2","Estadual","Altaneira",,,,,,,"3.0","3.5","3.6","",""
"1.2.1.2","Estadual","Alto Santo",,,,,,,"3.4","3.7","4.3","",""
"1.2.1.2","Estadual","Amontada",,,,,,,"3.6","4.3","4.3","",""
"1.2.1.2","Estadual","Antonina do Norte",,,,,,,"3.6","4.0","3.9","",""
"1.2.1.2","Estadual","Apuiarés",,,,,,,"3.6","4.5","4.2","",""
"1.2.1.2","Estadual","Aquiraz",,,,,,,"3.8","4.1","4.4","",""
"1.2.1.2","Estadual","Aracati",,,,,,,"3.8","4.5","4.6","",""
"1.2.1.2","Estadual","Aracoiaba",,,,,,,"4.2","4.7","4.4","",""
"1.2.1.2","Estadual","Ararendá",,,,,,,"5.3","5.6","6.4","",""
"1.2.1.2","Estadual","Araripe",,,,,,,"4.1","4.6","4.7","",""
"1.2.1.2","Estadual","Aratuba",,,,,,,"3.2","3.8","4.2","",""
"1.2.1.2","Estadual","Arneiroz",,,,,,,"4.4","4.6","4.4","",""
"1.2.1.2","Estadual","Assaré",,,,,,,"3.8","4.6","4.3","",""
"1.2.1.2","Estadual","Aurora",,,,,,,"4.5","4.9","4.9","",""
"1.2.1.2","Estadual","Baixio",,,,,,,"3.9","3.9","4.2","",""
"1.2.1.2","Estadual","Banabuiú",,,,,,,"3.6","3.9","4.3","",""
"1.2.1.2","Estadual","Barbalha",,,,,,,"3.9","4.1","4.4","",""
"1.2.1.2","Estadual","Barreira",,,,,,,"2.9","3.6","3.9","",""
"1.2.1.2","Estadual","Barro",,,,,,,"4.2","4.9","4.9","",""
"1.2.1.2","Estadual","Barroquinha",,,,,,,"3.8","4.2","4.6","",""
"1.2.1.2","Estadual","Baturité",,,,,,,"3.4","4.3","4.8","",""
"1.2.1.2","Estadual","Beberibe",,,,,,,"4.5","5.1","4.9","",""
"1.2.1.2","Estadual","Bela Cruz",,,,,,,"4.6","5.0","5.2","",""
"1.2.1.2","Estadual","Boa Viagem",,,,,,,"3.8","4.3","4.2","",""
"1.2.1.2","Estadual","Brejo Santo",,,,,,,"3.6","4.1","4.4","",""
"1.2.1.2","Estadual","Camocim",,,,,,,"4.0","4.5","4.8","",""
"1.2.1.2","Estadual","Campos Sales",,,,,,,"4.4","4.5","4.5","",""
"1.2.1.2","Estadual","Canindé",,,,,,,"4.3","4.8","5.0","",""
"1.2.1.2","Estadual","Capistrano",,,,,,,"3.2","3.7","3.8","",""
"1.2.1.2","Estadual","Caridade",,,,,,,"4.0","5.1","4.8","",""
"1.2.1.2","Estadual","Cariré",,,,,,,"4.4","4.8","4.9","",""
"1.2.1.2","Estadual","Caririaçu",,,,,,,"3.9","4.5","4.8","",""
"1.2.1.2","Estadual","Cariús",,,,,,,"4.3","5.0","5.2","",""
"1.2.1.2","Estadual","Carnaubal",,,,,,,"4.2","4.6","4.4","",""
"1.2.1.2","Estadual","Cascavel",,,,,,,"3.9","4.4","4.7","",""
"1.2.1.2","Estadual","Catarina",,,,,,,"3.8","4.0","4.1","",""
"1.2.1.2","Estadual","Catunda",,,,,,,"3.4","3.9","4.6","",""
"1.2.1.2","Estadual","Caucaia",,,,,,,"3.6","3.9","4.3","",""
"1.2.1.2","Estadual","Cedro",,,,,,,"3.6","4.4","4.2","",""
"1.2.1.2","Estadual","Chaval",,,,,,,"3.5","3.9","4.4","",""
"1.2.1.2","Estadual","Choró",,,,,,,"3.3","4.0","4.2","",""
"1.2.1.2","Estadual","Chorozinho",,,,,,,"4.0","4.6","4.5","",""
"1.2.1.2","Estadual","Coreaú",,,,,,,"3.7","4.3","4.6","",""
"1.2.1.2","Estadual","Crateús",,,,,,,"3.8","4.6","4.7","",""
"1.2.1.2","Estadual","Crato",,,,,,,"3.9","4.3","4.4","",""
"1.2.1.2","Estadual","Croatá",,,,,,,"3.7","3.9","4.4","",""
"1.2.1.2","Estadual","Cruz",,,,,,,"4.3","4.5","4.5","",""
"1.2.1.2","Estadual","Deputado Irapuan Pinheiro",,,,,,,"3.6","4.2","4.0","",""
"1.2.1.2","Estadual","Ereré",,,,,,,"3.8","4.1","4.3","",""
"1.2.1.2","Estadual","Eusébio",,,,,,,"3.4","4.5","4.7","",""
"1.2.1.2","Estadual","Farias Brito",,,,,,,"3.8","4.6","4.6","",""
"1.2.1.2","Estadual","Forquilha",,,,,,,"4.2","4.4","4.8","",""
"1.2.1.2","Estadual","Fortaleza",,,,,,,"4.0","4.3","4.5","",""
"1.2.1.2","Estadual","Fortim",,,,,,,"3.3","4.0","4.3","",""
"1.2.1.2","Estadual","Frecheirinha",,,,,,,"4.1","3.8","4.3","",""
"1.2.1.2","Estadual","General Sampaio",,,,,,,"3.6","4.0","4.2","",""
"1.2.1.2","Estadual","Graça",,,,,,,"3.7","4.2","4.2","",""
"1.2.1.2","Estadual","Granja",,,,,,,"3.7","4.5","4.5","",""
"1.2.1.2","Estadual","Granjeiro",,,,,,,"3.9","4.6","-","",""
"1.2.1.2","Estadual","Groaíras",,,,,,,"4.4","4.3","4.6","",""
"1.2.1.2","Estadual","Guaiúba",,,,,,,"3.6","4.1","4.5","",""
"1.2.1.2","Estadual","Guaraciaba do Norte",,,,,,,"3.9","4.9","4.9","",""
"1.2.1.2","Estadual","Guaramiranga",,,,,,,"4.1","4.7","4.1","",""
"1.2.1.2","Estadual","Hidrolândia",,,,,,,"4.5","4.8","4.8","",""
"1.2.1.2","Estadual","Horizonte",,,,,,,"3.8","4.5","4.7","",""
"1.2.1.2","Estadual","Ibaretama",,,,,,,"3.7","3.9","4.2","",""
"1.2.1.2","Estadual","Ibiapina",,,,,,,"4.0","4.4","4.1","",""
"1.2.1.2","Estadual","Ibicuitinga",,,,,,,"3.9","3.9","4.3","",""
"1.2.1.2","Estadual","Icapuí",,,,,,,"3.6","4.4","4.4","",""
"1.2.1.2","Estadual","Icó",,,,,,,"3.9","4.2","4.4","",""
"1.2.1.2","Estadual","Iguatu",,,,,,,"4.0","4.8","4.7","",""
"1.2.1.2","Estadual","Independência",,,,,,,"4.2","4.5","5.6","",""
"1.2.1.2","Estadual","Ipaporanga",,,,,,,"3.7","4.4","5.0","",""
"1.2.1.2","Estadual","Ipaumirim",,,,,,,"3.6","3.7","4.4","",""
"1.2.1.2","Estadual","Ipu",,,,,,,"4.6","4.6","5.2","",""
"1.2.1.2","Estadual","Ipueiras",,,,,,,"3.8","4.6","4.5","",""
"1.2.1.2","Estadual","Iracema",,,,,,,"4.2","4.4","4.3","",""
"1.2.1.2","Estadual","Irauçuba",,,,,,,"3.9","4.3","4.4","",""
"1.2.1.2","Estadual","Itaiçaba",,,,,,,"4.3","5.1","5.4","",""
"1.2.1.2","Estadual","Itaitinga",,,,,,,"3.7","4.5","4.7","",""
"1.2.1.2","Estadual","Itapajé",,,,,,,"4.2","4.7","4.8","",""
"1.2.1.2","Estadual","Itapipoca",,,,,,,"4.4","4.6","4.5","",""
"1.2.1.2","Estadual","Itapiúna",,,,,,,"3.8","4.0","4.1","",""
"1.2.1.2","Estadual","Itarema",,,,,,,"3.8","4.0","4.5","",""
"1.2.1.2","Estadual","Itatira",,,,,,,"3.7","3.9","4.2","",""
"1.2.1.2","Estadual","Jaguaretama",,,,,,,"3.6","4.1","4.4","",""
"1.2.1.2","Estadual","Jaguaribara",,,,,,,"4.0","4.0","4.3","",""
"1.2.1.2","Estadual","Jaguaribe",,,,,,,"4.2","4.8","4.4","",""
"1.2.1.2","Estadual","Jaguaruana",,,,,,,"4.3","4.5","4.8","",""
"1.2.1.2","Estadual","Jardim",,,,,,,"4.1","4.4","4.4","",""
"1.2.1.2","Estadual","Jati",,,,,,,"3.9","3.8","4.3","",""
"1.2.1.2","Estadual","Jijoca de Jericoacoara",,,,,,,"4.5","4.6","4.8","",""
"1.2.1.2","Estadual","Juazeiro do Norte",,,,,,,"4.0","4.4","4.8","",""
"1.2.1.2","Estadual","Jucás",,,,,,,"4.2","4.5","4.6","",""
"1.2.1.2","Estadual","Lavras da Mangabeira",,,,,,,"3.5","4.5","4.3","",""
"1.2.1.2","Estadual","Limoeiro do Norte",,,,,,,"3.8","5.0","4.9","",""
"1.2.1.2","Estadual","Madalena",,,,,,,"3.6","4.1","4.4","",""
"1.2.1.2","Estadual","Maracanaú",,,,,,,"3.6","4.2","4.3","",""
"1.2.1.2","Estadual","Maranguape",,,,,,,"3.8","4.3","4.5","",""
"1.2.1.2","Estadual","Marco",,,,,,,"4.1","4.5","4.7","",""
"1.2.1.2","Estadual","Martinópole",,,,,,,"3.8","4.1","4.3","",""
"1.2.1.2","Estadual","Massapê",,,,,,,"3.9","4.2","4.4","",""
"1.2.1.2","Estadual","Mauriti",,,,,,,"3.9","4.5","4.4","",""
"1.2.1.2","Estadual","Meruoca",,,,,,,"4.1","4.4","4.5","",""
"1.2.1.2","Estadual","Milagres",,,,,,,"4.6","4.6","4.7","",""
"1.2.1.2","Estadual","Milhã",,,,,,,"3.7","4.1","4.1","",""
"1.2.1.2","Estadual","Miraíma",,,,,,,"3.5","3.9","3.8","",""
"1.2.1.2","Estadual","Missão Velha",,,,,,,"3.4","4.0","4.0","",""
"1.2.1.2","Estadual","Mombaça",,,,,,,"4.2","4.4","4.2","",""
"1.2.1.2","Estadual","Monsenhor Tabosa",,,,,,,"3.8","4.4","4.7","",""
"1.2.1.2","Estadual","Morada Nova",,,,,,,"3.7","4.5","4.7","",""
"1.2.1.2","Estadual","Moraújo",,,,,,,"4.2","4.1","5.1","",""
"1.2.1.2","Estadual","Morrinhos",,,,,,,"3.9","4.2","4.4","",""
"1.2.1.2","Estadual","Mucambo",,,,,,,"3.8","3.9","4.2","",""
"1.2.1.2","Estadual","Mulungu",,,,,,,"4.1","4.2","4.6","",""
"1.2.1.2","Estadual","Nova Olinda",,,,,,,"4.2","4.9","4.6","",""
"1.2.1.2","Estadual","Nova Russas",,,,,,,"4.0","4.5","4.5","",""
"1.2.1.2","Estadual","Novo Oriente",,,,,,,"4.4","4.7","5.1","",""
"1.2.1.2","Estadual","Ocara",,,,,,,"3.5","4.2","4.5","",""
"1.2.1.2","Estadual","Orós",,,,,,,"3.7","4.0","4.1","",""
"1.2.1.2","Estadual","Pacajus",,,,,,,"4.0","4.8","4.9","",""
"1.2.1.2","Estadual","Pacatuba",,,,,,,"3.9","4.8","4.9","",""
"1.2.1.2","Estadual","Pacoti",,,,,,,"4.8","4.5","4.0","",""
"1.2.1.2","Estadual","Pacujá",,,,,,,"5.2","5.5","5.7","",""
"1.2.1.2","Estadual","Palhano",,,,,,,"3.6","4.3","4.5","",""
"1.2.1.2","Estadual","Palmácia",,,,,,,"4.2","5.0","4.8","",""
"1.2.1.2","Estadual","Paracuru",,,,,,,"4.3","4.8","4.8","",""
"1.2.1.2","Estadual","Paraipaba",,,,,,,"3.6","4.2","4.3","",""
"1.2.1.2","Estadual","Parambu",,,,,,,"4.0","4.7","4.5","",""
"1.2.1.2","Estadual","Paramoti",,,,,,,"3.6","4.5","4.7","",""
"1.2.1.2","Estadual","Pedra Branca",,,,,,,"4.6","5.1","5.2","",""
"1.2.1.2","Estadual","Penaforte",,,,,,,"3.8","4.2","4.3","",""
"1.2.1.2","Estadual","Pentecoste",,,,,,,"3.9","4.3","4.4","",""
"1.2.1.2","Estadual","Pereiro",,,,,,,"4.7","4.9","5.1","",""
"1.2.1.2","Estadual","Pindoretama",,,,,,,"3.3","3.7","3.9","",""
"1.2.1.2","Estadual","Piquet Carneiro",,,,,,,"3.3","4.1","4.3","",""
"1.2.1.2","Estadual","Pires Ferreira",,,,,,,"3.7","3.9","3.9","",""
"1.2.1.2","Estadual","Poranga",,,,,,,"3.8","4.3","4.6","",""
"1.2.1.2","Estadual","Porteiras",,,,,,,"3.2","3.8","3.9","",""
"1.2.1.2","Estadual","Potengi",,,,,,,"4.1","4.1","4.7","",""
"1.2.1.2","Estadual","Potiretama",,,,,,,"4.2","3.6","4.4","",""
"1.2.1.2","Estadual","Quiterianópolis",,,,,,,"3.7","4.0","4.3","",""
"1.2.1.2","Estadual","Quixadá",,,,,,,"3.4","3.7","4.1","",""
"1.2.1.2","Estadual","Quixelô",,,,,,,"4.0","4.4","4.5","",""
"1.2.1.2","Estadual","Quixeramobim",,,,,,,"3.9","4.4","4.5","",""
"1.2.1.2","Estadual","Quixeré",,,,,,,"3.6","4.6","4.7","",""
"1.2.1.2","Estadual","Redenção",,,,,,,"3.8","4.6","4.8","",""
"1.2.1.2","Estadual","Reriutaba",,,,,,,"4.5","4.8","4.9","",""
"1.2.1.2","Estadual","Russas",,,,,,,"4.3","5.2","5.2","",""
"1.2.1.2","Estadual","Saboeiro",,,,,,,"4.0","4.4","4.2","",""
"1.2.1.2","Estadual","Salitre",,,,,,,"3.4","3.7","3.7","",""
"1.2.1.2","Estadual","Santana do Acaraú",,,,,,,"4.3","3.8","4.5","",""
"1.2.1.2","Estadual","Santana do Cariri",,,,,,,"3.2","3.5","3.7","",""
"1.2.1.2","Estadual","Santa Quitéria",,,,,,,"4.2","4.5","4.3","",""
"1.2.1.2","Estadual","São Benedito",,,,,,,"4.5","4.9","4.9","",""
"1.2.1.2","Estadual","São Gonçalo do Amarante",,,,,,,"3.8","4.3","4.6","",""
"1.2.1.2","Estadual","São João do Jaguaribe",,,,,,,"4.2","4.6","4.8","",""
"1.2.1.2","Estadual","São Luís do Curu",,,,,,,"3.8","4.1","3.9","",""
"1.2.1.2","Estadual","Senador Pompeu",,,,,,,"4.3","4.6","4.9","",""
"1.2.1.2","Estadual","Senador Sá",,,,,,,"3.2","4.1","4.3","",""
"1.2.1.2","Estadual","Sobral",,,,,,,"4.3","4.9","5.2","",""
"1.2.1.2","Estadual","Solonópole",,,,,,,"3.5","4.0","4.0","",""
"1.2.1.2","Estadual","Tabuleiro do Norte",,,,,,,"3.9","4.4","4.8","",""
"1.2.1.2","Estadual","Tamboril",,,,,,,"3.9","4.3","4.3","",""
"1.2.1.2","Estadual","Tarrafas",,,,,,,"4.0","4.5","4.5","",""
"1.2.1.2","Estadual","Tauá",,,,,,,"3.9","4.4","4.5","",""
"1.2.1.2","Estadual","Tejuçuoca",,,,,,,"4.1","4.1","4.7","",""
"1.2.1.2","Estadual","Tianguá",,,,,,,"4.1","4.4","4.6","",""
"1.2.1.2","Estadual","Trairi",,,,,,,"4.0","4.5","4.6","",""
"1.2.1.2","Estadual","Tururu",,,,,,,"3.7","4.0","4.2","",""
"1.2.1.2","Estadual","Ubajara",,,,,,,"4.5","4.4","4.7","",""
"1.2.1.2","Estadual","Umari",,,,,,,"3.5","4.2","3.7","",""
"1.2.1.2","Estadual","Umirim",,,,,,,"3.5","3.9","3.6","",""
"1.2.1.2","Estadual","Uruburetama",,,,,,,"4.5","4.6","4.5","",""
"1.2.1.2","Estadual","Uruoca",,,,,,,"3.4","4.0","4.5","",""
"1.2.1.2","Estadual","Varjota",,,,,,,"3.8","4.3","4.2","",""
"1.2.1.2","Estadual","Várzea Alegre",,,,,,,"3.8","4.1","4.4","",""
"1.2.1.2","Estadual","Viçosa do Ceará",,,,,,,"3.9","4.4","4.4","",""
"1.2.1.3","Federal","Boa Viagem",,,,,,,"-","-","5.6","",""
"1.2.1.3","Federal","Caucaia",,,,,,,"4.0","-","-","",""
"1.2.1.3","Federal","Crateús",,,,,,,,,"-","",""
"1.2.1.3","Federal","Crato",,,,,,,"3.9","-","-","",""
"1.2.1.3","Federal","Fortaleza",,,,,,,"-","-","-","",""
"1.2.1.3","Federal","Iguatu",,,,,,,"-","-","-","",""
"1.2.1.3","Federal","Itapipoca",,,,,,,"-","4.0","-","",""
"1.2.1.3","Federal","Jaguaribe",,,,,,,,,"5.1","",""
"1.2.1.3","Federal","Juazeiro do Norte",,,,,,,"-","-","-","",""
"1.2.1.3","Federal","Limoeiro do Norte",,,,,,,,,"5.3","",""
"1.2.1.3","Federal","Tabuleiro do Norte",,,,,,,"-","-","-","",""
"1.2.1.3","Federal","Tauá",,,,,,,"-","6.3","-","",""
"1.2.1.3","Federal","Umirim",,,,,,,"-","-","-","",""
"1.2.2","Privada",,,,,,,,,,,"",""


Fonte: Ministério da Educação, Instituto Nacional de Estudos e Pesquisas Educacionais - INEP - Censo Educacional 2021
