"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","Unidade","Multiplicador"
"1.1","Série revisada","Quixeré",,,,,,,,,,,,"129073","190764","284425","490581","496721.19","387109.24","321959.88","382897.02","426546.93","400970.074","459554.757","637015.418","R$",1000
"1.1","Série revisada","Redenção",,,,,,,,,,,,"156859","180162","173558","202153","238894.15","268426.21","243968.41","335447.28","458454.92","342557.442","386574.363","409866.661","R$",1000
"1.1","Série revisada","Reriutaba",,,,,,,,,,,,"88318","105551","107941","120055","133606.99","140348.76","146836.16","190647.66","193940.45","176269.996","179901.488","190709.672","R$",1000
"1.1","Série revisada","Russas",,,,,,,,,,,,"575304","651383","732100","777481","886849.49","904222.91","916892.36","1129464.27","1107205.60","1100468.908","1061511.656","1158523.296","R$",1000
"1.1","Série revisada","Saboeiro",,,,,,,,,,,,"53390","65115","63519","71996","85658.08","88687.93","106259.77","129449.05","129631.38","128685.832","151105.771","169856.393","R$",1000
"1.1","Série revisada","Salitre",,,,,,,,,,,,"57987","76314","73820","92767","116296.52","99370.50","106349.45","118073.36","110769.50","127157.546","147599.016","159283.931","R$",1000
"1.1","Série revisada","Santana do Acaraú",,,,,,,,,,,,"110543","127596","131518","150334","177992.70","184460.50","194405.76","213896.05","221784.79","229989.178","259124.359","280072.452","R$",1000
"1.1","Série revisada","Santana do Cariri",,,,,,,,,,,,"71494","86005","81924","93678","120440.53","108196.18","106560.94","132741.11","123888.46","134269.835","150513.388","159277.378","R$",1000
"1.1","Série revisada","Santa Quitéria",,,,,,,,,,,,"226303","261952","264124","298641","352189.94","373312.28","397699.92","444168.90","446749.45","502512.854","533368.256","633709.937","R$",1000
"1.1","Série revisada","São Benedito",,,,,,,,,,,,"236891","264248","337385","347902","380825.59","379047.80","429676.36","475176.43","510877.38","543693.327","598244.905","627180.022","R$",1000
"1.1","Série revisada","São Gonçalo do Amarante",,,,,,,,,,,,"517967","592282","462603","822595","1444777.80","1853784.11","2361425.53","3083998.48","4219742.62","3759945.8","4192887.537","8633637.012","R$",1000
"1.1","Série revisada","São João do Jaguaribe",,,,,,,,,,,,"52901","48577","54535","72701","74633.96","82085.31","96516.92","94530.56","91303.96","94531.12","103053.263","107898.08","R$",1000
"1.1","Série revisada","São Luís do Curu",,,,,,,,,,,,"56842","65513","67191","74820","87265.09","90846.43","94689.80","96094.81","105835.19","110166.752","117334.761","133109.237","R$",1000
"1.1","Série revisada","Senador Pompeu",,,,,,,,,,,,"136899","180321","166791","214365","244764.13","253454.88","290674.43","315027.46","308065.15","315171.796","316498.135","352271.547","R$",1000
"1.1","Série revisada","Senador Sá",,,,,,,,,,,,"25138","31118","31173","33356","39501.95","40665.42","42737.74","49704.99","53774.99","52133.945","59499.006","62765.572","R$",1000
"1.1","Série revisada","Sobral",,,,,,,,,,,,"2553785","2671208","2987979","3419143","3830449.48","3974673.88","4143824.12","4456660.70","4759754.58","4585450.948","4617239.059","5395130.171","R$",1000
"1.1","Série revisada","Solonópole",,,,,,,,,,,,"77107","90428","85568","102405","118262.44","135729.94","163668.68","183440.11","195287.02","219003.252","237755.534","303283.676","R$",1000
"1.1","Série revisada","Tabuleiro do Norte",,,,,,,,,,,,"180924","190765","200457","232017","267726.94","267021.50","282813.39","330487.37","320804.69","368226.32","376613.078","450593.418","R$",1000
"1.1","Série revisada","Tamboril",,,,,,,,,,,,"98552","125421","115534","126912","156018.40","164216.47","193640.48","201167.59","211769.86","239873.843","261257.908","282246.661","R$",1000
"1.1","Série revisada","Tarrafas",,,,,,,,,,,,"32251","46285","42572","48193","60885.36","55214.79","53357.21","71508.64","62074.31","68768.791","89433.741","85682.029","R$",1000
"1.1","Série revisada","Tauá",,,,,,,,,,,,"272690","342140","337283","390250","493896.04","497673.39","515155.62","595585.92","607573.90","662159.595","686887.364","711835.952","R$",1000
"1.1","Série revisada","Tejuçuoca",,,,,,,,,,,,"51984","62376","66127","73464","88000.37","99042.73","109299.44","110240.91","108571.01","132654.769","134585.56","136987.601","R$",1000
"1.1","Série revisada","Tianguá",,,,,,,,,,,,"472289","536503","542870","681314","844070.34","867500.54","1047060.77","1248162.42","1308985.03","1465462.712","1621107.724","1732690.1","R$",1000
"1.1","Série revisada","Trairi",,,,,,,,,,,,"263843","310705","377447","511212","601091.04","578552.13","644611.81","659096.89","837504.31","784583.367","819134.744","1115143.708","R$",1000
"1.1","Série revisada","Tururu",,,,,,,,,,,,"47858","50988","59380","67906","84224.62","90783.68","95532.69","101257.30","106298.83","115947.435","122644.263","138078.604","R$",1000
"1.1","Série revisada","Ubajara",,,,,,,,,,,,"200408","229047","235889","277485","305765.94","336479.86","399741.75","509130.57","581648.50","580794.791","627784.371","642046.082","R$",1000
"1.1","Série revisada","Umari",,,,,,,,,,,,"27089","31914","31733","36236","41272.15","42930.21","46383.35","49083.54","53744.16","56713.025","64508.181","69440.65","R$",1000
"1.1","Série revisada","Umirim",,,,,,,,,,,,"64479","79713","78132","88297","101983.20","109337.62","122765.08","138782.34","155331.51","158100.425","160228.912","172797.323","R$",1000
"1.1","Série revisada","Uruburetama",,,,,,,,,,,,"185497","198259","233848","229445","267728.04","284402.67","382942.67","453854.35","360012.78","295526.228","273137.565","299474.294","R$",1000
"1.1","Série revisada","Uruoca",,,,,,,,,,,,"47276","55792","59636","66012","94154.78","116878.12","112882.51","148515.57","172187.10","177338.102","193948.163","298207.058","R$",1000
"1.1","Série revisada","Varjota",,,,,,,,,,,,"98790","114770","124891","132942","199368.37","151346.77","226886.22","253741.82","269538.99","335906.211","359069.592","375819.126","R$",1000
"1.1","Série revisada","Várzea Alegre",,,,,,,,,,,,"167745","188456","193159","221877","276656.31","281079.70","331369.74","347548.69","374829.42","397882.205","435621.741","468100.919","R$",1000
"1.1","Série revisada","Viçosa do Ceará",,,,,,,,,,,,"220619","246264","246311","291079","338870.47","331087.90","377602.59","413428.63","439426.96","482265.083","545841.577","603320.912","R$",1000
"1.2","Série retropolada","Abaiara",,,,"14098","17657","16808","17153","22869","25383","30985","34757",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Acarape",,,,"31452","32448","33397","33577","36982","42765","50859","56351",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Acaraú",,,,"101584","124068","146593","151979","171739","190070","225541","239320",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Acopiara",,,,"85309","94074","101418","103497","123962","127767","160679","170027",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Aiuaba",,,,"18080","23473","23256","29550","37163","38449","50232","48215",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Alcântaras",,,,"15089","17349","17539","21533","22937","26489","29317","32916",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Altaneira",,,,"9289","10409","11469","12431","15410","17005","20859","22710",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Alto Santo",,,,"57635","35944","38299","40261","45855","55847","68922","77369",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Amontada",,,,"96929","117176","130447","154484","165374","151945","191631","203450",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Antonina do Norte",,,,"11425","13430","14399","16694","21001","20701","26524","26379",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Apuiarés",,,,"17409","19824","21485","26531","30582","31683","38962","42272",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Aquiraz",,,,"253877","272761","322330","344180","371462","408212","528899","615087",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Aracati",,,,"218042","257054","314128","328460","356955","366286","433185","472207",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Aracoiaba",,,,"42888","47535","50677","56749","64130","67604","84135","93793",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ararendá",,,,"16655","18525","19619","21276","25096","26012","33394","33554",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Araripe",,,,"30101","39224","39441","46583","54970","59195","73651","82196",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Aratuba",,,,"27788","37429","40735","39869","51170","47805","59396","57495",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Arneiroz",,,,"12708","14498","14949","17458","19318","20264","27325","26239",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Assaré",,,,"33507","42933","41651","45162","57430","58517","76253","98667",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Aurora",,,,"44918","58390","48296","55528","69281","65529","87216","96054",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Baixio",,,,"8798","10945","11094","12655","15127","14155","18901","20187",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Banabuiú",,,,"30985","41671","49200","55965","61723","69121","90156","82968",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barbalha",,,,"152974","153272","167947","183931","220323","237118","298219","354358",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barreira",,,,"32965","37869","44009","47932","54394","56517","68675","74751",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barro",,,,"42701","45046","42057","45160","60953","58577","83269","86129",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barroquinha",,,,"20954","26472","28907","34042","36515","42149","51555","53624",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Baturité",,,,"68525","82242","95228","100430","117248","120013","137319","150184",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Beberibe",,,,"100828","125301","137688","155496","178174","188294","248523","271699",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Bela Cruz",,,,"39464","46996","49942","57048","65468","69121","83178","91637",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Boa Viagem",,,,"96824","113999","111059","122004","145725","146747","201124","191375",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Brejo Santo",,,,"86476","114158","104019","126149","147759","154764","183812","201456",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Camocim",,,,"121862","154432","185335","199006","204821","232357","257645","278019",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Campos Sales",,,,"49422","46709","57215","63716","74543","76450","93158","102335",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Canindé",,,,"151865","166701","182103","199084","228607","236989","321382","301376",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Capistrano",,,,"25671","34175","33171","38577","48350","46163","58144","59423",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Caridade",,,,"41010","36214","35122","34390","41896","43372","60223","59584",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cariré",,,,"27803","38807","35760","39303","45401","48583","58490","62550",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Caririaçu",,,,"41408","51641","51675","51720","62799","64501","82488","93436",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cariús",,,,"26154","32253","34809","35490","40323","44143","52930","58150",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Carnaubal",,,,"21481","25762","29397","34385","39827","39612","50434","56951",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cascavel",,,,"240928","262871","345338","353426","308125","301473","393873","402209",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Catarina",,,,"20361","23375","26817","30714","35209","36232","46135","48392",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Catunda",,,,"16244","18541","17360","20320","27772","25846","36723","36093",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Caucaia",,,,"836958","973170","1113780","1232377","1532514","1751050","2102938","2301594",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cedro",,,,"38038","47692","50460","54519","64685","65914","80659","92416",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Chaval",,,,"16785","19876","22318","27311","29811","30700","39200","43639",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Choró",,,,"22023","23353","22615","26001","28150","30095","38168","43919",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Chorozinho",,,,"35176","39225","43292","47036","52801","55968","64536","71661",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Coreaú",,,,"28731","34269","35553","48156","47440","50466","64111","72543",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Crateús",,,,"151776","193228","209551","233677","281748","279728","309116","337990",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Crato",,,,"376323","428253","466405","504322","565309","606692","723083","817764",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Croatá",,,,"24884","31168","34644","39333","45337","45879","61193","59920",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cruz",,,,"36500","40634","43453","51429","60762","62394","79797","83633",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Deputado Irapuan Pinheiro",,,,"15474","17861","18149","21750","24706","24377","34838","34792",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ereré",,,,"10504","12451","13389","14797","16551","18416","23461","25453",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Eusébio",,,,"441203","456736","586852","634461","713405","833211","1016933","1183720",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Farias Brito",,,,"32132","40526","39703","42531","52233","50783","63661","66439",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Forquilha",,,,"30887","36946","46181","57525","55229","61406","71528","80249",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Fortaleza",,,,"13413450","15224896","17097518","19218898","21686209","24042584","27960812","32059070",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Fortim",,,,"41807","61601","57993","43854","44752","51347","61025","68575",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Frecheirinha",,,,"20860","26122","26828","30132","36585","37888","47301","53612",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","General Sampaio",,,,"9373","11557","12222","13008","15184","17536","23016","25230",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Graça",,,,"20925","24770","26843","29790","36518","37353","43196","48404",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Granja",,,,"61403","71813","79504","90711","107909","121254","148594","160284",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Granjeiro",,,,"8100","9609","10196","11273","13346","14830","20175","20672",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Groaíras",,,,"14084","16999","17318","18750","21185","24652","28606","31135",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Guaiúba",,,,"33316","36571","40612","45611","51111","58825","70363","77790",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Guaraciaba do Norte",,,,"68785","88141","98672","109143","131351","142143","177293","167716",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Guaramiranga",,,,"15769","19689","19952","22497","29972","25529","28683","32025",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Hidrolândia",,,,"32392","38074","37610","41025","53927","52617","66001","70978",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Horizonte",,,,"355097","396080","472936","589136","618227","717471","890906","1088360",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ibaretama",,,,"25209","26523","24491","34519","36980","34589","45892","41140",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ibiapina",,,,"49171","60861","63943","67339","68779","78739","92830","101758",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ibicuitinga",,,,"17167","19632","18707","27060","29738","27194","38001","38172",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Icapuí",,,,"55367","71692","70482","85791","104707","106542","123970","123815",,,,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Icó",,,,"105873","128118","138367","159605","188364","200236","231249","251373",,,,,,,,,,,,,"R$",1000
